id,source,left_context,mention,right_context,nil_type
1340,train,"0, Spring 1987), or Resist Fascist Demagogues (issue 80, Winter 1994).== Contents ==RFD is a reader-written journal for gay people which focuses on",country living,"and encourages alternative lifestyles. Having begun publication 1974, RFD is the oldest reader-written gay quarterly magazine. The bu",Non-Entity Phrase
1341,train,"epers of Stirling Castle were his unfriends . Drumquhassle and his eldest son were the subject of a summons for treason in 1579, but the details of",the summons,"are missing from the parliamentary record. In March 1580, James VI elevated his favourite, the French-born Esmé Stewart, sieur d'Aubigny",Missing Entity
1347,train,"inundating marshland.A wooden sluice or aboiteau (plural aboiteaux) is built into the dyke, with a hinged door (clapper valve) that swings open at",low tide,to allow fresh water to drain from the farmland but swings shut at high tide to prevent salt water from inundating the fields. After severa,Non-Entity Phrase
1352,train,"==Generally regarded as a pro-Syrian proxy faction, the LFEC became known for their lack of restraint and discipline, and involvement in profitable",criminal activities,"鈥?besides allowing his men to abduct and rape many of the local women, Hobeika ran from his Headquarters at the Hotel Qadiri in",Non-Entity Phrase
1353,train,==Other==Burrough Green Primary School has been in existence for over 400 years. It provides an education for around 100 children. There is also an,after school club,and a nursery on site. The school uses the reading room mentioned above for lunch times and also has a small swimming pool.The Rea,Missing Entity
1355,train,== Selected filmography ==,a generation,(1954) 鈥?KronePodhale w ogniu (1955) 鈥?RadockiNikodem Dyzma (1956) 鈥?Owsik==References====External links==,Missing Entity
1357,train,"Alex Pheby is a British author and academic.His second novel, Playthings, was described as “the best neuro-novel ever written in",literary review,". The novel deals with the true case of Daniel Paul Schreber, a 19th-century German judge afflicted by schizophrenia, who was committed to an as",Missing Entity
1360,train,", 2017 en route to Nassau, Bahamas) was the drummer for Boston on the group's first two studio albums and also provided drums for a few tracks on",third stage,. Hashian left the band in the early 1980s.===Fran Sheehan===Fran Sheehan was brought in to play bass shortly after the band signed a r,Non-Entity Phrase
1363,train,Marie Schultz Slaughter. Virginia and other Cleveland children being raised during the 1930s were told by their parents that if they failed to come,home before dark,"they would likely encounter Tall Betsy, sometimes called Black Betsy or simply The Lady in Black. Woop FM.com, April 1, 2011, “WOOP",Non-Entity Phrase
1368,train,"kwaves propagate through the asteroid, shaking smaller craters into rubble. Since Eros is irregularly shaped, parts of the surface antipodal to the",point of impact,can be within 9 kilometres of the impact point (measured in a straight line through the asteroid) even though some intervening parts,Non-Entity Phrase
1369,train,"sterday (Rod Evans, Bobby Caldwell) 鈥?14:55 # Dancing Madly Backwards (Evans, Caldwell) 鈥?18:15 # Mesmerization Eclipse (Evans, Caldwell) 鈥?18:05 #",stone free,(Jimi Hendrix) 鈥?5:21==Frozen Over (Bootleg) Track listing==# Taped Intro - Distant Sun 鈥?6:20 # Dancing Madly Backwards On A Sea Of Air,Missing Entity
1376,train,"ery, Sontag hired Nunez to type her correspondence. Nunez began dating Sontag’s son, David Rieff, and moved into the Upper West Side apartment that",mother and son,"were sharing at the time. “This detailed, nuanced account of the more private side of a complex, contradictory public figure is told",Non-Entity Phrase
1379,train,n Sho'nuff in the film The Last Dragon. Carry's final appearance as an actor was in the season one episode Eating The Young on the CBS series,the unit,"in 2006. He had also guest starred on three episodes of the ABC/Disney sitcom Boy Meets World, once as a college professor and later",Non-Entity Phrase
1382,train,"This is a list of gases at standard conditions, which means substances that boil or sublime at or below 25&amp; °C (77&amp; °F) and 1&amp;",atm,pressure and are reasonably stable.,Non-Entity Phrase
1389,train,==Supreme being==The Supreme God has three manifestations: *Ọlọ́run- the Supreme Creator *Eledumare - the ruler of the lower Heavens *Olofi -,the conduit,"between Orún (Heaven) and Ayé (Earth)==Metaphysical personifications or spirits==*Orunmila - spirit of wisdom, divination, destiny, and foresi",Non-Entity Phrase
1392,train,"ued by Dinkheller, Brannan walked back to his pickup truck and drew an Iver Johnson M1 Carbine from underneath the driver's seat, taking cover near",the driver,side door. Dinkheller positioned himself near the passenger door of his cruiser and gave Brannan commands for approximately forty seconds,Missing Entity
1394,train,"the media==The Archdiocese promotes the message of the Gospel through the following media:* The Christian Voice, an English weekly * Agahi, an Urdu",news weekly,"* Good News TV, the Archdiocese satellite television network== See also ==* List of Roman Catholic dioceses in Pakistan==References====",Non-Entity Phrase
1397,train,"by entering their winter encampments, destroying supplies and livestock, and killing those who resisted. The cavalry was directed to travel in the",dead of winter,"through a largely uncharted region, which required daring leadership. Sheridan turned to Lt. Col. George Armstrong Custer, who was br",Non-Entity Phrase
1400,train,"ibed as playing along for the sake of increasing his profile in the Arab world as a revolutionary. The 1986 United States bombing of Libya, 10 days",after the disco,"bombing, is described as an operation carried out mainly for PR reasons, because attacking Syria would have been too risky.===The Tr",Non-Entity Phrase
1405,train,"our as his opening act.On 6 June 2011, the Baseballs released their second album titled Strings 'n' Stripes. It included new singles tracks such as",candy shop,", Hello and Paparazzi.On 1 August 2011, the Baseballs released together with General Mills 鈥?the producer of the ice cream H盲agen-Dazs 鈥?w",Missing Entity
1406,train,y held up by legal aspects of some rights of ways which need to be addressed before construction can commence.==History of the Trust==Originally an,after school club,"at the Moseley Hall Grammar school, and believed to have started around 1967 under the leadership of teacher Colin Saxton, the clu",Missing Entity
1407,train,"==Plot summary==Gamraj is the son of Yamraj, the god of death in Hindu Mythology. He has been",living on earth,among normal people as he has been very emotional and sentimental and requested his father to allow him to go and live on earth as he wanted to help the people here. His father permitted,Non-Entity Phrase
1410,train,mtesse de Gaillard de La Valdène dans sa propriété de Bellevue à Bollène et la ... Une Vie de Création p 128 Charlotte Perriand - 1998 Il vint nous,voir,à Paris avec un projet confié par Gaillard de La Valdène : la fourniture de baraquements militaires. Il nous proposa de nous associer à ce trav,Non-Entity Phrase
1411,train,ouglas Gurling (6 May 1950 鈥?2 November 2013) was an English medical geneticist who specialised in the role of genetics and mental health. He led a,molecular psychiatry,"laboratory at University College, London.",Non-Entity Phrase
1417,train,"work of its kind to be linked to the National Grid.Gibb resolved to make his firm the largest of its kind in the country and in time, the firm grew",to the point,"where it was responsible for projects in several parts of the world.By the late 1980s/early 1990s, the firm was organised as a number o",Non-Entity Phrase
1424,train,"tled Lexington. He also was narrator for the documentary.Kramer also composes music for television, including themes for Fox Sports Network's",5-4-3-2-1,", Spotlight, In My Own Words and Under the Lights; and E!'s Emmy-nominated series Split Ends as well as the Unlabeled Jim",Non-Entity Phrase
1425,train,e purpose of child sex tourism for European and American exploiters. Recent Reports on Fox Atlanta and ABC World News Tonight have helped shine the,light on,this. ECPAT-USA has recently posted a Brazilian National News story with English subtitles.==Webcam child sex tourism==According to the Fed,Non-Entity Phrase
1427,train,cus Everywhere * The Cisco Kid * Citizen James * Citizen Smith * City of the Wildcats * City Tails * Clarence (TV movie) * Clarence (1988 series) *,clarissa,* Class of the Titans * The Clive James Show * Close-Up * The Clown of God * Cockatoos at Three Springs * Code Geass: Lelouch of the Rebell,Missing Entity
1428,train,"y and contemporary history: * Luciano Radi. La crisi della pianificazione rigida e centralizzata. Cinque Lune, 1957. * Luciano Radi. I mezzadri: le",lotte,"contadine dell'italia centrale dall'Unità al 1960. Cinque Lune, 1962. * Luciano Radi. Potere democratico e forze economiche. Cinque Lune, 1969",Non-Entity Phrase
1430,train,y 鈥?5:15 # Flying in a Blue Dream 鈥?5:24 # The Mystical Potato Head Groove Thing 鈥?5:11 # I Believe 鈥?5:52 # Big Bad Moon 鈥?5:16 # Friends 鈥?3:30 #,the extremist,"鈥?3:44 # Summer Song 鈥?4:59 # Why 鈥?4:46 # Time Machine 鈥?5:08 # Cool #9 鈥?6:01 # Down, Down, Down 鈥?6:10===Disc two===# The Crush of",Missing Entity
1433,train,". Their country lies forty thousand li beyond the Jade Gate pass. (8, tr. Greatrex 1987: 131) An earlier version of this story occurs in the Diwang",shiji,"帝王世紀 Stories of Ancient Monarchs by Huangfu Mi (215-282), who took Jigong to be a person rather than a people. The Shanhaijing (tr. Birrell: 1",Missing Entity
1438,train,hat took place when the Carcanet edition was published he was asked about this book:PS: I don't know very much about The Greek Anthology. Would you,tell me something,"about it, how the idea came together and what appealed to you so much about it?GD: The original Greek Anthology is made up of sixt",Non-Entity Phrase
